job_title,company,location,salary,skills
ML Engineer,Wipro,Hyderabad,71315,"Excel, Tableau"
Business Analyst,Infosys,Delhi,68712,"SQL, Power BI"
ML Engineer,TCS,Bangalore,137731,"Python, ML"
Data Analyst,TCS,Hyderabad,133544,"Python, SQL"
ML Engineer,Accenture,Delhi,39932,"Python, ML"
Data Scientist,Amazon,Delhi,85970,"Python, ML"
Business Analyst,Wipro,Delhi,101241,"Python, SQL"
Data Scientist,Infosys,Delhi,110814,"Excel, Tableau"
ML Engineer,Wipro,Pune,90439,"Python, ML"
ML Engineer,TCS,Hyderabad,83170,"Python, SQL"
Business Analyst,Infosys,Hyderabad,44257,"Excel, Tableau"
ML Engineer,Infosys,Hyderabad,54766,"Python, SQL"
Data Analyst,Google,Delhi,105887,"Python, Excel"
Business Analyst,TCS,Hyderabad,71191,"Excel, Tableau"
ML Engineer,Amazon,Mumbai,81175,"Python, ML"
ML Engineer,Google,Delhi,139080,"SQL, Power BI"
Data Analyst,TCS,Delhi,42758,"SQL, Power BI"
Business Analyst,Wipro,Delhi,107448,"Python, ML"
Data Analyst,TCS,Hyderabad,46680,"Excel, Tableau"
Business Analyst,Infosys,Delhi,79385,"Python, ML"
ML Engineer,Amazon,Delhi,46345,"Python, Excel"
Business Analyst,Google,Delhi,120142,"SQL, Power BI"
ML Engineer,TCS,Pune,60555,"Python, Excel"
Data Analyst,Accenture,Delhi,101541,"Python, SQL"
Business Analyst,Wipro,Pune,97510,"Python, SQL"
ML Engineer,TCS,Pune,68104,"Python, Excel"
Data Analyst,Infosys,Delhi,71273,"Python, ML"
ML Engineer,Google,Mumbai,59582,"Python, ML"
Data Analyst,Accenture,Pune,142482,"Python, Excel"
Data Scientist,Infosys,Mumbai,114334,"Python, ML"
ML Engineer,TCS,Pune,140091,"Excel, Tableau"
Data Scientist,TCS,Pune,111332,"Python, SQL"
Data Scientist,Amazon,Delhi,143836,"SQL, Power BI"
Data Analyst,Wipro,Pune,143359,"Python, SQL"
ML Engineer,Accenture,Delhi,149421,"Python, ML"
Data Analyst,Google,Delhi,117321,"Python, ML"
Data Scientist,Google,Delhi,109210,"SQL, Power BI"
Data Scientist,Amazon,Hyderabad,123147,"Python, SQL"
Data Scientist,Wipro,Mumbai,128379,"Excel, Tableau"
ML Engineer,Amazon,Pune,75059,"Excel, Tableau"
Business Analyst,Amazon,Delhi,47090,"Python, SQL"
ML Engineer,Google,Pune,130812,"Python, Excel"
Data Scientist,Amazon,Bangalore,69813,"SQL, Power BI"
ML Engineer,Google,Delhi,102008,"Python, Excel"
Data Scientist,Wipro,Delhi,60289,"Python, ML"
Business Analyst,Amazon,Mumbai,69665,"Excel, Tableau"
Data Scientist,Google,Mumbai,40686,"Python, Excel"
Data Analyst,Infosys,Mumbai,76956,"Python, SQL"
Business Analyst,Wipro,Hyderabad,83091,"Python, SQL"
Data Scientist,TCS,Bangalore,98248,"Python, SQL"
Data Analyst,Google,Delhi,121751,"Python, Excel"
Data Scientist,Accenture,Bangalore,87660,"Excel, Tableau"
ML Engineer,Google,Hyderabad,145990,"Python, Excel"
ML Engineer,Google,Delhi,109964,"Python, ML"
ML Engineer,Wipro,Pune,105471,"Python, ML"
Data Analyst,Infosys,Pune,52336,"Python, SQL"
Business Analyst,TCS,Mumbai,63379,"Excel, Tableau"
ML Engineer,Google,Bangalore,126002,"Python, ML"
ML Engineer,Google,Mumbai,48233,"Python, ML"
Data Scientist,Google,Mumbai,118363,"Python, ML"
Business Analyst,TCS,Delhi,120321,"Python, Excel"
ML Engineer,Infosys,Bangalore,73750,"Python, ML"
Business Analyst,Infosys,Delhi,115479,"SQL, Power BI"
ML Engineer,Accenture,Hyderabad,78514,"Excel, Tableau"
Business Analyst,Infosys,Bangalore,114714,"Excel, Tableau"
Data Analyst,Amazon,Pune,82674,"Excel, Tableau"
Data Scientist,Google,Delhi,112010,"Python, Excel"
ML Engineer,Accenture,Hyderabad,149626,"Python, Excel"
Business Analyst,Accenture,Hyderabad,46581,"Python, SQL"
Data Analyst,Accenture,Delhi,148067,"Python, Excel"
ML Engineer,Infosys,Pune,67339,"Excel, Tableau"
ML Engineer,Infosys,Pune,104922,"SQL, Power BI"
Business Analyst,Google,Hyderabad,84094,"Excel, Tableau"
Business Analyst,Wipro,Mumbai,109553,"Excel, Tableau"
Data Analyst,Accenture,Mumbai,53927,"Python, Excel"
Business Analyst,TCS,Delhi,68671,"Python, SQL"
Data Scientist,TCS,Hyderabad,86236,"Python, ML"
Business Analyst,Google,Hyderabad,54089,"Python, SQL"
Data Analyst,Accenture,Mumbai,109306,"SQL, Power BI"
Data Analyst,TCS,Mumbai,63938,"Python, SQL"
Data Analyst,Wipro,Hyderabad,114576,"Python, Excel"
ML Engineer,Google,Hyderabad,104539,"Python, SQL"
Data Analyst,TCS,Delhi,107356,"Excel, Tableau"
Data Analyst,Accenture,Hyderabad,72926,"SQL, Power BI"
Data Analyst,TCS,Delhi,67196,"Excel, Tableau"
ML Engineer,Wipro,Bangalore,117459,"Python, ML"
Business Analyst,Wipro,Bangalore,146951,"SQL, Power BI"
Data Scientist,Amazon,Delhi,126452,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,35829,"Python, Excel"
ML Engineer,Wipro,Delhi,72594,"Python, Excel"
Data Scientist,TCS,Pune,97509,"Python, SQL"
Data Scientist,Wipro,Delhi,86541,"Python, SQL"
Data Analyst,Amazon,Delhi,140499,"SQL, Power BI"
ML Engineer,Accenture,Bangalore,61681,"Python, Excel"
Business Analyst,Infosys,Pune,92384,"Excel, Tableau"
ML Engineer,Accenture,Mumbai,47217,"Python, ML"
Business Analyst,Accenture,Hyderabad,132173,"Python, SQL"
Business Analyst,Google,Hyderabad,91457,"Python, Excel"
Data Analyst,Infosys,Bangalore,145872,"Python, Excel"
Data Scientist,Google,Hyderabad,139827,"Python, Excel"
Data Scientist,Google,Bangalore,62230,"Python, SQL"
Data Analyst,TCS,Hyderabad,47511,"Python, Excel"
Business Analyst,Infosys,Hyderabad,44502,"Python, SQL"
Data Analyst,Wipro,Pune,110406,"Python, SQL"
ML Engineer,Infosys,Bangalore,43680,"SQL, Power BI"
ML Engineer,Wipro,Hyderabad,41999,"SQL, Power BI"
ML Engineer,TCS,Hyderabad,58083,"Python, Excel"
Data Analyst,Wipro,Pune,79132,"Excel, Tableau"
Data Scientist,Google,Delhi,146064,"Python, Excel"
Data Analyst,Accenture,Hyderabad,143552,"Python, SQL"
Business Analyst,TCS,Pune,63907,"SQL, Power BI"
Business Analyst,Google,Bangalore,119882,"Python, ML"
Data Scientist,Wipro,Mumbai,74607,"SQL, Power BI"
Business Analyst,Amazon,Delhi,132563,"Python, SQL"
Business Analyst,TCS,Hyderabad,91245,"Python, Excel"
ML Engineer,TCS,Pune,91560,"Python, SQL"
Business Analyst,Amazon,Bangalore,46785,"SQL, Power BI"
ML Engineer,Wipro,Delhi,130063,"Python, Excel"
Data Analyst,Google,Pune,114844,"Python, ML"
Data Analyst,Amazon,Delhi,52038,"Python, SQL"
Data Scientist,Google,Delhi,72782,"SQL, Power BI"
Data Analyst,Accenture,Bangalore,84843,"SQL, Power BI"
Data Scientist,TCS,Mumbai,82398,"Excel, Tableau"
Data Scientist,Google,Delhi,97696,"Excel, Tableau"
Data Scientist,Wipro,Delhi,100846,"Python, ML"
Data Scientist,TCS,Delhi,117651,"SQL, Power BI"
Data Analyst,Amazon,Bangalore,74225,"Excel, Tableau"
Business Analyst,Amazon,Hyderabad,61908,"Python, Excel"
Data Scientist,Amazon,Pune,59301,"Python, SQL"
Data Scientist,Infosys,Delhi,143012,"Excel, Tableau"
Business Analyst,TCS,Bangalore,35173,"Excel, Tableau"
Data Scientist,Google,Bangalore,105537,"Python, Excel"
ML Engineer,TCS,Bangalore,32504,"Excel, Tableau"
Data Analyst,Wipro,Mumbai,142233,"Python, Excel"
Data Analyst,Google,Mumbai,124260,"Excel, Tableau"
Business Analyst,Amazon,Bangalore,121454,"Excel, Tableau"
Data Scientist,Wipro,Pune,98561,"SQL, Power BI"
Data Analyst,Google,Delhi,77055,"Excel, Tableau"
Business Analyst,TCS,Pune,33149,"Python, SQL"
Data Scientist,Infosys,Delhi,100366,"Python, SQL"
Business Analyst,Google,Mumbai,142669,"SQL, Power BI"
Business Analyst,TCS,Pune,74976,"Python, ML"
Business Analyst,Google,Delhi,125897,"Python, ML"
Data Scientist,Accenture,Hyderabad,123678,"SQL, Power BI"
Business Analyst,Wipro,Bangalore,53456,"Python, SQL"
Data Scientist,Google,Bangalore,145494,"Python, SQL"
Data Analyst,Wipro,Mumbai,97023,"Python, Excel"
ML Engineer,TCS,Pune,89209,"Python, Excel"
ML Engineer,Amazon,Mumbai,139632,"Python, SQL"
ML Engineer,TCS,Hyderabad,65270,"Python, Excel"
ML Engineer,TCS,Hyderabad,96857,"Python, SQL"
Data Analyst,Google,Hyderabad,62906,"SQL, Power BI"
Data Scientist,Accenture,Pune,142713,"Python, SQL"
Data Scientist,TCS,Bangalore,39006,"SQL, Power BI"
Business Analyst,Google,Bangalore,58766,"Python, SQL"
ML Engineer,Infosys,Bangalore,110681,"Python, ML"
Data Scientist,Infosys,Bangalore,55501,"Python, Excel"
Business Analyst,Wipro,Mumbai,116976,"SQL, Power BI"
Data Scientist,Wipro,Bangalore,86178,"SQL, Power BI"
ML Engineer,TCS,Bangalore,147292,"Python, ML"
Business Analyst,Wipro,Bangalore,148166,"SQL, Power BI"
ML Engineer,TCS,Hyderabad,82977,"SQL, Power BI"
ML Engineer,Google,Mumbai,89070,"Python, ML"
Data Scientist,Amazon,Mumbai,49557,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,62847,"Python, SQL"
ML Engineer,Amazon,Delhi,78305,"Python, ML"
Data Analyst,Wipro,Hyderabad,119878,"SQL, Power BI"
Data Scientist,Accenture,Mumbai,80160,"Python, SQL"
Business Analyst,Amazon,Hyderabad,44144,"SQL, Power BI"
ML Engineer,Infosys,Hyderabad,91295,"Python, ML"
ML Engineer,Accenture,Pune,117036,"Excel, Tableau"
Business Analyst,TCS,Pune,72110,"Python, SQL"
Business Analyst,Infosys,Hyderabad,67548,"Python, Excel"
ML Engineer,Wipro,Delhi,90588,"Python, Excel"
Data Analyst,Accenture,Mumbai,47834,"Python, SQL"
ML Engineer,Wipro,Pune,131741,"Python, ML"
ML Engineer,Infosys,Bangalore,77951,"Python, SQL"
ML Engineer,TCS,Pune,144050,"Python, ML"
Business Analyst,Google,Delhi,45324,"Excel, Tableau"
Business Analyst,TCS,Delhi,113277,"Python, ML"
Data Scientist,Infosys,Pune,50150,"Excel, Tableau"
Data Scientist,TCS,Bangalore,137016,"SQL, Power BI"
Business Analyst,Wipro,Hyderabad,71914,"Python, ML"
Data Scientist,Amazon,Bangalore,74500,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,98704,"Python, SQL"
Business Analyst,Infosys,Pune,53320,"Python, ML"
ML Engineer,Infosys,Hyderabad,112010,"Python, SQL"
Business Analyst,TCS,Pune,68574,"Excel, Tableau"
Business Analyst,Accenture,Mumbai,139583,"SQL, Power BI"
ML Engineer,Wipro,Pune,94661,"Excel, Tableau"
Business Analyst,Infosys,Delhi,148980,"Excel, Tableau"
Data Analyst,Wipro,Delhi,51873,"Python, ML"
Business Analyst,TCS,Bangalore,142581,"Excel, Tableau"
Data Scientist,Accenture,Bangalore,106440,"Python, ML"
ML Engineer,Accenture,Delhi,133763,"SQL, Power BI"
Business Analyst,Amazon,Bangalore,63424,"Python, ML"
Data Scientist,Infosys,Delhi,72057,"Python, SQL"
Data Analyst,Infosys,Hyderabad,149266,"Python, ML"
ML Engineer,Infosys,Delhi,85217,"Python, SQL"
ML Engineer,Infosys,Mumbai,129545,"Python, ML"
Data Analyst,Google,Hyderabad,46850,"SQL, Power BI"
Data Analyst,Google,Mumbai,73772,"Python, Excel"
Business Analyst,TCS,Mumbai,106759,"Excel, Tableau"
Business Analyst,Google,Bangalore,82798,"Excel, Tableau"
Data Scientist,Infosys,Pune,57007,"SQL, Power BI"
Data Analyst,Google,Hyderabad,87999,"Python, SQL"
Business Analyst,Wipro,Hyderabad,85461,"Excel, Tableau"
Data Scientist,Google,Mumbai,42339,"Python, Excel"
Data Analyst,Google,Delhi,132897,"Python, Excel"
Data Analyst,Wipro,Delhi,94319,"Python, ML"
Business Analyst,Infosys,Bangalore,113717,"SQL, Power BI"
Business Analyst,Wipro,Pune,116674,"Python, Excel"
Data Analyst,TCS,Bangalore,33902,"Python, SQL"
Data Scientist,Google,Bangalore,116565,"Python, SQL"
Data Analyst,Amazon,Pune,86558,"Python, Excel"
ML Engineer,Google,Pune,130036,"Python, Excel"
ML Engineer,Infosys,Hyderabad,109213,"Excel, Tableau"
Data Scientist,Google,Bangalore,90446,"Excel, Tableau"
Business Analyst,Wipro,Delhi,106427,"Excel, Tableau"
Data Scientist,TCS,Bangalore,90094,"Python, Excel"
ML Engineer,Wipro,Mumbai,42483,"SQL, Power BI"
Data Scientist,TCS,Mumbai,118373,"Excel, Tableau"
Business Analyst,Amazon,Pune,127589,"Python, ML"
Data Analyst,Google,Delhi,62295,"SQL, Power BI"
Data Scientist,Wipro,Mumbai,35855,"Python, SQL"
Data Analyst,TCS,Bangalore,53461,"Excel, Tableau"
Data Analyst,TCS,Delhi,68518,"Python, SQL"
Business Analyst,TCS,Bangalore,128799,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,107995,"Python, SQL"
ML Engineer,Infosys,Bangalore,67554,"Python, SQL"
ML Engineer,Amazon,Hyderabad,79497,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,107057,"SQL, Power BI"
Data Scientist,TCS,Mumbai,52373,"SQL, Power BI"
ML Engineer,Wipro,Pune,36013,"Python, ML"
Business Analyst,Accenture,Delhi,113156,"Python, SQL"
Data Scientist,Google,Delhi,53202,"Python, Excel"
Data Scientist,Google,Hyderabad,134017,"SQL, Power BI"
ML Engineer,Wipro,Hyderabad,46189,"Excel, Tableau"
ML Engineer,Amazon,Pune,67760,"Python, ML"
Data Scientist,Google,Mumbai,84936,"Python, Excel"
Business Analyst,Wipro,Pune,77719,"Excel, Tableau"
Data Scientist,Accenture,Delhi,57140,"Excel, Tableau"
Data Analyst,Infosys,Mumbai,86248,"Python, Excel"
Data Analyst,Accenture,Hyderabad,65538,"Python, SQL"
ML Engineer,Google,Mumbai,35339,"Excel, Tableau"
ML Engineer,Infosys,Delhi,98420,"Excel, Tableau"
Data Scientist,Google,Pune,57386,"Python, SQL"
Data Scientist,Wipro,Hyderabad,35086,"Python, Excel"
Data Scientist,TCS,Bangalore,119250,"Excel, Tableau"
ML Engineer,Accenture,Pune,123879,"Python, ML"
ML Engineer,Wipro,Pune,88389,"SQL, Power BI"
Data Scientist,Infosys,Pune,78762,"Python, SQL"
Data Analyst,TCS,Hyderabad,138465,"Excel, Tableau"
Data Scientist,Infosys,Delhi,105541,"Python, Excel"
ML Engineer,Amazon,Mumbai,105335,"Python, SQL"
ML Engineer,Accenture,Bangalore,75699,"Python, ML"
Data Scientist,Wipro,Delhi,103490,"Excel, Tableau"
ML Engineer,TCS,Pune,44621,"Excel, Tableau"
Data Analyst,Google,Mumbai,112991,"SQL, Power BI"
Data Analyst,TCS,Delhi,128818,"Python, SQL"
Data Analyst,TCS,Bangalore,145152,"Python, Excel"
Business Analyst,Accenture,Hyderabad,50004,"Python, SQL"
Business Analyst,Infosys,Pune,51390,"Python, ML"
Business Analyst,Infosys,Mumbai,81358,"SQL, Power BI"
ML Engineer,Infosys,Hyderabad,147317,"Python, SQL"
Data Scientist,Accenture,Mumbai,48144,"Python, SQL"
ML Engineer,Google,Delhi,135795,"Python, Excel"
Data Analyst,Amazon,Delhi,85363,"Python, ML"
Data Analyst,Accenture,Mumbai,61279,"Excel, Tableau"
Data Scientist,Wipro,Hyderabad,86100,"Python, Excel"
Data Scientist,Wipro,Hyderabad,71971,"Python, Excel"
Data Analyst,Accenture,Mumbai,33131,"Python, SQL"
Business Analyst,Infosys,Bangalore,63187,"Python, SQL"
ML Engineer,Google,Pune,142325,"Python, Excel"
ML Engineer,Amazon,Mumbai,101653,"SQL, Power BI"
ML Engineer,Amazon,Delhi,81605,"Python, ML"
Data Scientist,Infosys,Hyderabad,147413,"Python, SQL"
Data Scientist,TCS,Hyderabad,135894,"Excel, Tableau"
Data Analyst,Google,Pune,50562,"SQL, Power BI"
Data Scientist,Google,Hyderabad,60516,"SQL, Power BI"
Data Analyst,Wipro,Delhi,75724,"Python, SQL"
Data Analyst,Amazon,Hyderabad,35970,"SQL, Power BI"
ML Engineer,Wipro,Mumbai,63003,"Python, SQL"
Data Scientist,Wipro,Pune,88537,"SQL, Power BI"
Data Scientist,TCS,Bangalore,95996,"Python, Excel"
Data Scientist,Infosys,Bangalore,88472,"Python, SQL"
Data Scientist,Infosys,Bangalore,110051,"Python, SQL"
Business Analyst,Amazon,Pune,74458,"Excel, Tableau"
Business Analyst,Accenture,Bangalore,40954,"Python, ML"
ML Engineer,TCS,Delhi,134817,"SQL, Power BI"
Data Scientist,Accenture,Mumbai,63564,"Python, Excel"
Business Analyst,Google,Delhi,91973,"Python, Excel"
Data Scientist,Wipro,Pune,38076,"SQL, Power BI"
Business Analyst,Accenture,Hyderabad,31011,"Python, ML"
Data Scientist,Google,Pune,41007,"SQL, Power BI"
ML Engineer,Amazon,Pune,137715,"Python, ML"
ML Engineer,Google,Delhi,93433,"Python, ML"
Data Scientist,Amazon,Pune,120205,"SQL, Power BI"
ML Engineer,Google,Bangalore,77226,"Excel, Tableau"
Data Analyst,Accenture,Hyderabad,122474,"Python, Excel"
Data Analyst,TCS,Hyderabad,70477,"Python, Excel"
Business Analyst,Infosys,Delhi,96111,"Python, SQL"
Data Analyst,Amazon,Pune,106554,"SQL, Power BI"
Data Analyst,Amazon,Mumbai,56237,"Python, ML"
Business Analyst,Amazon,Pune,104020,"Python, Excel"
Data Scientist,Wipro,Delhi,138418,"Python, ML"
Data Analyst,Infosys,Pune,136738,"SQL, Power BI"
Business Analyst,Google,Hyderabad,75716,"Python, Excel"
ML Engineer,Accenture,Bangalore,60860,"Python, SQL"
Business Analyst,Wipro,Pune,81486,"Python, SQL"
Data Analyst,Amazon,Pune,92469,"Excel, Tableau"
Business Analyst,Accenture,Pune,44125,"Python, SQL"
Data Analyst,Google,Delhi,34030,"Excel, Tableau"
Data Analyst,TCS,Bangalore,50850,"Python, ML"
ML Engineer,Amazon,Delhi,37496,"Python, SQL"
Data Scientist,Infosys,Delhi,72949,"Python, ML"
ML Engineer,Infosys,Delhi,60246,"SQL, Power BI"
Data Scientist,Amazon,Bangalore,48876,"Python, Excel"
ML Engineer,Accenture,Mumbai,94118,"SQL, Power BI"
Data Scientist,TCS,Pune,82634,"SQL, Power BI"
Data Scientist,Infosys,Hyderabad,106372,"Python, SQL"
Business Analyst,Wipro,Bangalore,83645,"Python, Excel"
Business Analyst,Wipro,Mumbai,71898,"SQL, Power BI"
Data Analyst,Infosys,Hyderabad,117749,"SQL, Power BI"
Data Scientist,TCS,Hyderabad,60568,"SQL, Power BI"
Data Analyst,Wipro,Hyderabad,144843,"SQL, Power BI"
ML Engineer,Amazon,Mumbai,106747,"SQL, Power BI"
Data Analyst,Accenture,Bangalore,109588,"Python, ML"
Data Analyst,TCS,Hyderabad,147383,"Python, Excel"
Data Scientist,TCS,Delhi,144697,"Python, Excel"
Business Analyst,Infosys,Bangalore,145072,"Excel, Tableau"
ML Engineer,Accenture,Hyderabad,60653,"Excel, Tableau"
ML Engineer,TCS,Mumbai,82876,"Excel, Tableau"
Data Scientist,Wipro,Hyderabad,90577,"Python, Excel"
Data Analyst,Amazon,Mumbai,32671,"Python, ML"
Data Scientist,TCS,Bangalore,88188,"Excel, Tableau"
ML Engineer,TCS,Mumbai,134771,"Excel, Tableau"
ML Engineer,Wipro,Hyderabad,145386,"Excel, Tableau"
Business Analyst,Wipro,Hyderabad,146887,"SQL, Power BI"
Data Analyst,Infosys,Bangalore,50403,"Python, Excel"
Data Scientist,Accenture,Pune,101789,"Python, Excel"
Data Scientist,Amazon,Bangalore,56909,"Python, SQL"
Data Scientist,Wipro,Hyderabad,131162,"SQL, Power BI"
Data Analyst,TCS,Hyderabad,68615,"Python, Excel"
Data Analyst,Amazon,Pune,129767,"Python, Excel"
ML Engineer,Google,Delhi,80492,"Excel, Tableau"
ML Engineer,Amazon,Delhi,133144,"Python, ML"
Data Analyst,Amazon,Delhi,49805,"Python, SQL"
Business Analyst,Wipro,Mumbai,129391,"Python, ML"
Data Analyst,Accenture,Mumbai,39581,"Python, ML"
Business Analyst,TCS,Pune,122066,"Python, ML"
ML Engineer,Wipro,Bangalore,47622,"Python, Excel"
Data Scientist,TCS,Pune,146672,"Excel, Tableau"
ML Engineer,Infosys,Mumbai,121286,"Python, ML"
Data Analyst,TCS,Hyderabad,120667,"Excel, Tableau"
ML Engineer,Infosys,Delhi,119062,"Python, SQL"
Business Analyst,Wipro,Hyderabad,117303,"Python, SQL"
ML Engineer,Amazon,Hyderabad,37545,"Python, ML"
Business Analyst,Amazon,Delhi,48080,"SQL, Power BI"
Data Analyst,TCS,Delhi,118382,"Python, Excel"
Data Scientist,TCS,Delhi,131512,"Excel, Tableau"
ML Engineer,Amazon,Delhi,95327,"Excel, Tableau"
ML Engineer,Infosys,Delhi,75432,"Excel, Tableau"
Business Analyst,Google,Pune,79995,"Excel, Tableau"
ML Engineer,Google,Pune,33599,"Python, SQL"
Data Scientist,Wipro,Pune,44680,"Excel, Tableau"
Data Analyst,Infosys,Pune,63200,"Python, SQL"
ML Engineer,Wipro,Mumbai,111719,"SQL, Power BI"
Business Analyst,Google,Mumbai,33223,"Python, SQL"
ML Engineer,Infosys,Pune,97526,"Python, SQL"
Data Analyst,Amazon,Pune,144581,"Python, SQL"
Business Analyst,Infosys,Delhi,53777,"Python, ML"
Business Analyst,Google,Hyderabad,111872,"Python, Excel"
Data Analyst,Google,Hyderabad,81543,"Python, ML"
Business Analyst,Infosys,Bangalore,100344,"Python, SQL"
Data Analyst,Infosys,Mumbai,133738,"Excel, Tableau"
ML Engineer,Amazon,Hyderabad,137445,"Python, Excel"
Data Analyst,Google,Mumbai,81137,"SQL, Power BI"
ML Engineer,Wipro,Pune,65908,"Python, ML"
Data Analyst,TCS,Pune,128519,"Python, SQL"
ML Engineer,Wipro,Bangalore,123404,"Python, ML"
ML Engineer,Infosys,Delhi,40243,"Excel, Tableau"
Business Analyst,TCS,Pune,47589,"Excel, Tableau"
Data Analyst,Accenture,Delhi,141347,"Excel, Tableau"
Data Scientist,Amazon,Bangalore,145494,"Excel, Tableau"
Business Analyst,Wipro,Bangalore,32885,"SQL, Power BI"
Data Scientist,Infosys,Mumbai,119139,"SQL, Power BI"
Business Analyst,Accenture,Hyderabad,68619,"Python, Excel"
Data Scientist,Accenture,Delhi,93668,"Python, Excel"
ML Engineer,Accenture,Bangalore,73969,"Python, SQL"
Data Analyst,Amazon,Mumbai,135988,"Python, Excel"
Business Analyst,Amazon,Hyderabad,130334,"Python, Excel"
Business Analyst,Wipro,Hyderabad,99866,"SQL, Power BI"
ML Engineer,Accenture,Hyderabad,68384,"Python, Excel"
Data Scientist,Amazon,Bangalore,80653,"Python, SQL"
Data Analyst,Accenture,Delhi,142277,"SQL, Power BI"
Business Analyst,Wipro,Delhi,103863,"SQL, Power BI"
Data Scientist,Amazon,Mumbai,145227,"Python, SQL"
Business Analyst,Wipro,Hyderabad,33975,"Python, ML"
Data Analyst,Accenture,Hyderabad,72092,"Python, ML"
Data Analyst,Google,Bangalore,102133,"Excel, Tableau"
ML Engineer,Wipro,Bangalore,98985,"Excel, Tableau"
Data Analyst,TCS,Mumbai,137704,"Python, SQL"
Business Analyst,Amazon,Pune,83336,"Python, ML"
ML Engineer,Google,Delhi,64267,"Python, SQL"
Data Scientist,Amazon,Mumbai,62082,"Excel, Tableau"
ML Engineer,Google,Pune,32937,"Python, SQL"
Business Analyst,Infosys,Hyderabad,81231,"Excel, Tableau"
Business Analyst,Infosys,Mumbai,83435,"Python, SQL"
Business Analyst,Amazon,Bangalore,83483,"Python, SQL"
ML Engineer,Amazon,Mumbai,41018,"Python, ML"
ML Engineer,Amazon,Delhi,86294,"SQL, Power BI"
Data Analyst,Amazon,Delhi,50900,"Python, ML"
ML Engineer,Wipro,Pune,95186,"Python, ML"
ML Engineer,TCS,Bangalore,73973,"Python, Excel"
Data Scientist,Google,Pune,83303,"Python, SQL"
Data Analyst,Google,Mumbai,77804,"Python, ML"
Data Analyst,Amazon,Delhi,125396,"Python, Excel"
ML Engineer,Accenture,Delhi,113098,"Python, SQL"
Data Analyst,Infosys,Pune,39542,"Excel, Tableau"
Data Scientist,Infosys,Bangalore,80535,"Python, SQL"
Business Analyst,Amazon,Pune,49728,"Excel, Tableau"
ML Engineer,Accenture,Pune,77099,"Python, SQL"
ML Engineer,Google,Mumbai,139591,"Python, ML"
Business Analyst,Accenture,Delhi,137773,"Python, SQL"
Data Analyst,Wipro,Bangalore,136507,"Python, Excel"
